gene	DESCRIPTION	hasPeak(An_kdmB_20h_HA_1)	peakType(An_kdmB_20h_HA_1)	hasTesPeak(An_kdmB_20h_HA_1)	tesPeakType(An_kdmB_20h_HA_1)	hasPeak(An_kdmB_20h_HA_2)	peakType(An_kdmB_20h_HA_2)	hasTesPeak(An_kdmB_20h_HA_2)	tesPeakType(An_kdmB_20h_HA_2)	hasPeak(An_kdmB_48h_HA_1)	peakType(An_kdmB_48h_HA_1)	hasTesPeak(An_kdmB_48h_HA_1)	tesPeakType(An_kdmB_48h_HA_1)	hasPeak(An_kdmB_48h_HA_2)	peakType(An_kdmB_48h_HA_2)	hasTesPeak(An_kdmB_48h_HA_2)	tesPeakType(An_kdmB_48h_HA_2)
AN2013	Has domain(s) with predicted oxidoreductase activity	TRUE	upstream	FALSE	NA	TRUE	pseudo_upstream	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN2014	Has domain(s) with predicted 7S RNA binding activity, role in SRP-dependent cotranslational protein targeting to membrane and signal recognition particle localization	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	pseudo_upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN2015	Has domain(s) with predicted transferase activity, transferring glycosyl groups activity and membrane localization	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA
AN2016	Zn(II)2 Cys6 transcriptional activator involved in starch metabolism; responsible for induction of amylolytic genes; localizes to the nucleus in response to maltose, isomaltose, kojibiose and D-glucose	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA
AN2017	Putative alpha-glucosidase with a predicted role in maltose metabolism; transcriptionally induced by isomaltose	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA
AN2018	Putative alpha-amylase with a predicted role in starch metabolism	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2019	Ortholog of A. oryzae RIB40 : AO090011000511, Aspergillus flavus NRRL 3357 : AFL2T_05272, Aspergillus wentii : Aspwe1_0042851, Aspwe1_0045714 and Aspergillus niger ATCC 1015 : 37117-mRNA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2020	Has domain(s) with predicted DNA binding, DNA binding transcription factor activity, sequence-specific DNA binding activity and role in regulation of transcription, DNA-templated	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN11860	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	includeFeature	FALSE	NA	TRUE	includeFeature	FALSE	NA
AN2021	Ortholog of A. nidulans FGSC A4 : AN8468, A. fumigatus Af293 : Afu7g00550 and A. niger CBS 513.88 : An15g05630, An11g03460, An11g07530, An04g03850, An09g00640	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2022	Putative heterokaryon incompatibility protein	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN2023	Ortholog of A. niger CBS 513.88 : An11g07220, An18g00750, An16g04060, A. oryzae RIB40 : AO090001000252 and Aspergillus wentii : Aspwe1_0105181, Aspwe1_0181876	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN2024	Protein of unknown function	FALSE	NA	TRUE	pseudo_inside	FALSE	NA	FALSE	NA	TRUE	includeFeature	FALSE	NA	FALSE	NA	FALSE	NA
AN2025	Putative transcription factor; predicted role in secondary metabolite production	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN2026	Putative transcription factor; predicted role in secondary metabolite production	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	pseudo_upstream	FALSE	NA
AN10256	Has domain(s) with predicted RNA binding, RNA-directed DNA polymerase activity, nucleic acid binding activity and role in DNA integration, RNA-dependent DNA biosynthetic process	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	TRUE	overlapEnd	TRUE	upstream	FALSE	NA
AN2029	Putative F-box protein	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN2030	Predicted oxidoreductase; predicted secondary metabolism gene cluster member	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2031	Protein of unknown function; predicted secondary metabolism gene cluster member	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2032	Putative polyketide synthase; involved in secondary metabolite production	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2033	Predicted monooxygenase; predicted secondary metabolism gene cluster member	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2034	Protein of unknown function; predicted secondary metabolism gene cluster member	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2035	Putative polyketide synthase; involved in secondary metabolite production	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2036	Putative transcription factor; predicted role in secondary metabolite production; predicted secondary metabolism gene cluster member	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN2037	Predicted NAD binding oxidoreductase; predicted secondary metabolism gene cluster member	FALSE	NA	TRUE	pseudo_overlapEnd	FALSE	NA	TRUE	overlapEnd	FALSE	NA	TRUE	overlapEnd	FALSE	NA	FALSE	NA
AN2038	Predicted oxidoreductase; predicted secondary metabolism gene cluster member	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2039	Has domain(s) with predicted oxidoreductase activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2040	Putative cytochrome P450	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2041	Ortholog of A. niger CBS 513.88 : An16g01460, An07g04410, An16g06600, An11g04970, An03g01890, A. oryzae RIB40 : AO090026000564 and Neosartorya fischeri NRRL 181 : NFIA_066540, NFIA_083780	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2042	Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process	TRUE	upstream	TRUE	insideOverlapEnd	TRUE	upstream	FALSE	NA	TRUE	upstream	TRUE	insideOverlapEnd	FALSE	NA	FALSE	NA
AN2043	Has domain(s) with predicted amino acid transmembrane transporter activity, role in amino acid transmembrane transport and membrane localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN2044	Ortholog of A. nidulans FGSC A4 : AN3303, AN3346, AN3348, AN8727 and A. fumigatus Af293 : Afu4g10080, Afu7g00420, Afu8g06100, Afu4g01242	TRUE	upstream	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA
AN2045	Has domain(s) with predicted calcium ion binding, mannosyl-oligosaccharide 1,2-alpha-mannosidase activity and membrane localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN2046	Has domain(s) with predicted RNA polymerase II transcription cofactor activity, role in regulation of transcription by RNA polymerase II and mediator complex localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN2047	Calmodulin; EF-hands containing calcium binding protein; required for normal progression through the cell-cycle; localizes to hyphal tips and transiently to sites of septation; transcript upregulated in response to camptothecin	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2048	Protein similar to S. cerevisiae Tlg2p; localizes to endosomes	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2049	Ortholog(s) have nucleus localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2050	Ortholog(s) have role in clathrin-dependent endocytosis, exocytosis and Golgi apparatus, actin cortical patch, endosome localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2051	Putative Hsp90p co-chaperone linked to a regulatory pathway that controls autophagy; protein repressed by and starvation- and rapamycin-induced autophagy	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2052	Ortholog(s) have oligopeptide-transporting ATPase activity, role in oligopeptide export from mitochondrion and mitochondrial inner membrane localization	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2053	Putative nucleoside transporter	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2054	Ortholog(s) have histone kinase activity (H3-T3 specific) activity and role in chromosome passenger complex localization to kinetochore	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2055	Ortholog of A. fumigatus Af293 : Afu4g09960, A. niger CBS 513.88 : An04g07090, A. oryzae RIB40 : AO090003001238, Aspergillus wentii : Aspwe1_0102496 and Aspergillus sydowii : Aspsy1_0326546	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN2056	Ortholog of S. cerevisiae : YNR021W, A. fumigatus Af293 : Afu4g09950, A. niger CBS 513.88 : An04g07080, A. oryzae RIB40 : AO090003001239 and Aspergillus wentii : Aspwe1_0102440	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2057	Ortholog(s) have structural constituent of ribosome activity and mitochondrial large ribosomal subunit, mitochondrial nucleoid localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2058	Ortholog of A. fumigatus Af293 : Afu4g09760, A. niger CBS 513.88 : An03g02810, A. oryzae RIB40 : AO090003001589, Aspergillus wentii : Aspwe1_0034232 and Aspergillus sydowii : Aspsy1_0039208	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2059	Velvet family protein with homology to VeA, involved in regulation of sexual development	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN2060	Putative exo-arabinanase	FALSE	NA	TRUE	overlapEnd	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	pseudo_overlapEnd	FALSE	NA	FALSE	NA
AN11861	Has domain(s) with predicted oxidoreductase activity, transferase activity, transferring acyl groups other than amino-acyl groups, zinc ion binding activity and role in oxidation-reduction process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN11862	Ortholog(s) have role in posttranslational protein targeting to endoplasmic reticulum membrane and TRC complex localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2062	Putative ER-resident chaperone of the HSP70 family; unfolded-protein response (UPR) target gene; transcript levels increase during the UPR	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN2063	Ortholog(s) have role in endoplasmic reticulum unfolded protein response	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2064	Putative nonribosomal peptide synthase (NRPS)-like enzyme	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN11863	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2065	Putative deadenylase with a predicted role in RNA processing	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2066	Ortholog(s) have role in ascospore-type prospore assembly, protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2067	Predicted PAK (p21-activated kinase) family protein; similar to Saccharomyces cerevisiae Ste20p; mutants have increased pigment production	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA
AN2068	Ortholog(s) have cytoplasmic stress granule, endoplasmic reticulum, polysome localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN2069	Ortholog(s) have electron transfer activity, role in ergosterol biosynthetic process and endoplasmic reticulum membrane localization	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN2070	Ortholog of A. fumigatus Af293 : Afu2g04750, A. niger CBS 513.88 : An11g04410, A. oryzae RIB40 : AO090003000278, Aspergillus wentii : Aspwe1_0718370 and Aspergillus sydowii : Aspsy1_0142154	TRUE	inside	FALSE	NA	TRUE	insideOverlapStart	FALSE	NA	TRUE	insideOverlapStart	FALSE	NA	TRUE	inside	FALSE	NA
AN2071	Putative intracellular protein transport; precticted role in intracellular signal transduction; required for trafficking from the membrane to the vacuoles	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN2072	Putative ubiquitin-specific protease; ortholog of S. cerevisiae Doa4p	TRUE	pseudo_upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN2073	Ortholog(s) have Cul3-RING ubiquitin ligase complex localization	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN2074	Has domain(s) with predicted role in transmembrane transport and membrane localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2075	Has domain(s) with predicted FAD binding, oxidoreductase activity and role in metabolic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2076	Ortholog(s) have role in macroautophagy, protein secretion and phagophore assembly site localization	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN2077	Has domain(s) with predicted nucleus localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2078	Has domain(s) with predicted RNA polymerase II transcription cofactor activity, role in regulation of transcription by RNA polymerase II and mediator complex localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2079	Ortholog(s) have role in maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2080	Ortholog(s) have GTP binding, translation release factor activity, role in cytoplasmic translational termination and cytosolic ribosome, translation release factor complex localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2081	Ortholog(s) have GTPase regulator activity and cytoplasm, nucleus localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2082	Ortholog of A. fumigatus Af293 : Afu2g04840, A. niger CBS 513.88 : An11g04530, A. oryzae RIB40 : AO090003000287, Aspergillus wentii : Aspwe1_0120888 and Aspergillus sydowii : Aspsy1_0127836	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2083	Ortholog of A. fumigatus Af293 : Afu2g04850, A. niger CBS 513.88 : An11g04540, A. oryzae RIB40 : AO090003000288, Aspergillus wentii : Aspwe1_0046199 and Aspergillus sydowii : Aspsy1_0039236	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN11864	Protein of unknown function	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN2084	Ortholog of Aspergillus tubingensis : Asptu1_0931510, Aspergillus glaucus : Aspgl1_0073071, Aspergillus acidus : Aspfo1_0057156 and Aspergillus wentii : Aspwe1_0055136	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2085	Ortholog(s) have endopeptidase activity and role in proteasomal ubiquitin-independent protein catabolic process, proteasome-mediated ubiquitin-dependent protein catabolic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2086	Putative nuclear pore complex protein; localizes to the nuclear periphery during interphase and disperses throughout the cell during mitosis	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2087	DNA helicase of the RecQ family, involved in response to DNA damage; interacts with 1-phosphatidylinositol-3-kinase UvsB	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2088	Ortholog of A. fumigatus Af293 : Afu2g04950, A. niger CBS 513.88 : An11g04660, A. oryzae RIB40 : AO090003000298, Aspergillus wentii : Aspwe1_0177253 and Aspergillus sydowii : Aspsy1_0054006	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN10257	Ortholog(s) have mRNA binding activity, role in telomere maintenance and cytoplasm, nucleus localization	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN10260	Intracellular, menadione stress-induced protein	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2090	Ortholog of S. cerevisiae : KEL3, A. fumigatus Af293 : Afu2g04970, A. oryzae RIB40 : AO090003000300, Aspergillus wentii : Aspwe1_0164928 and Aspergillus sydowii : Aspsy1_0026515	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2091	Has domain(s) with predicted carboxy-lyase activity, catalytic activity, pyridoxal phosphate binding activity and role in carboxylic acid metabolic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2092	Putative prolyl aminopeptidase, an enzyme known to remove N-terminal proline and hydroxyproline residues from peptides	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2093	Ortholog(s) have Rab guanyl-nucleotide exchange factor activity, phosphatidylinositol-3-phosphate binding, phosphatidylinositol-5-phosphate binding, phosphatidylserine binding activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2094	Putative leucine-zipper transcription factor, involved in conidiophore morphogenesis and sexual development	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN10264	Ortholog of A. oryzae RIB40 : AO090003000305, Aspergillus wentii : Aspwe1_0046218, Aspergillus versicolor : Aspve1_0080260 and Aspergillus clavatus NRRL 1 : ACLA_089630	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2095	Ortholog of A. fumigatus Af293 : Afu2g05030, A. niger CBS 513.88 : An11g04770, Aspergillus wentii : Aspwe1_0032771 and Aspergillus carbonarius ITEM 5010 : Acar5010_042746	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2096	Ortholog(s) have O-acyltransferase activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2097	Protein of unknown function	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	inside	FALSE	NA	FALSE	NA	FALSE	NA
AN2098	Ortholog of Aspergillus wentii : Aspwe1_0046221, Aspergillus versicolor : Aspve1_0038126, Aspergillus zonatus : Aspzo1_0128775 and Aspergillus sydowii : Aspsy1_0026522	TRUE	overlapStart	TRUE	pseudo_overlapEnd	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2099	Putative alternative oxidase	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN2100	Ortholog of A. fumigatus Af293 : Afu2g05070, A. niger CBS 513.88 : An11g04820, Aspergillus wentii : Aspwe1_0120231, Aspergillus sydowii : Aspsy1_0054017 and Aspergillus terreus NIH2624 : ATET_05993	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN2101	Protein involved in karyogamy, required for spindle and microtubule positioning; ortholog of S. cerevisiae KAR9	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2102	Putative GNAT-type acetyltransferase	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2103	Ortholog(s) have role in carbon utilization, mitochondrial respiratory chain complex II assembly, regulation of gluconeogenesis and mitochondrial intermembrane space localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2104	Ortholog(s) have S-adenosylmethionine-dependent methyltransferase activity, protein methyltransferase activity, role in peptidyl-glutamine methylation, regulation of translation and eRF1 methyltransferase complex localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2105	Putative small nuclear ribonucleoprotein; expression reduced after exposure to farnesol	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2106	Ortholog of A. niger CBS 513.88 : An11g04880, Aspergillus wentii : Aspwe1_0046231, Aspergillus versicolor : Aspve1_0123808 and Aspergillus clavatus NRRL 1 : ACLA_089520	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2107	Has domain(s) with predicted GTP binding, GTPase activity	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN11865	Protein of unknown function	TRUE	insideOverlapStart	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN2108	Ortholog of Aspergillus wentii : Aspwe1_0149185, Aspergillus versicolor : Aspve1_0123190, Aspve1_0187353, Aspergillus niger ATCC 1015 : 178726-mRNA and Aspergillus sydowii : Aspsy1_0039267, Aspsy1_0391823	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN10261	Ortholog(s) have role in syncytium formation by plasma membrane fusion	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN10258	Ortholog(s) have anaphase-promoting complex localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2110	Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2111	Ortholog of A. fumigatus Af293 : Afu2g05230, Afu6g03190, A. niger CBS 513.88 : An11g05190, A. oryzae RIB40 : AO090010000628, AO090003000332 and Aspergillus wentii : Aspwe1_0055162	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2112	Ortholog of A. fumigatus Af293 : Afu2g05240, A. niger CBS 513.88 : An01g06650, A. oryzae RIB40 : AO090003000346 and Aspergillus wentii : Aspwe1_0720992	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN2113	Ortholog of A. fumigatus Af293 : Afu2g05250/rfeD, A. niger CBS 513.88 : An11g05180, A. oryzae RIB40 : AO090003000347, Aspergillus wentii : Aspwe1_0120495 and Aspergillus sydowii : Aspsy1_0141369	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA
